sentence,label
the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting .,1
clothing chain sepp+ñl+ñ s net sales increased by 7.0 % to eur 30.8 mn .,2
operating profit rose to eur 3.11 mn from eur 1.22 mn in the corresponding period in 2009 .,2
stora enso oyj said its second-quarter result would fall by half compared with the same period in 2007 .,0
"earnings per share  eps  in the first half of 2007 amounted to eur0 .29 , down from eur0 .40 year ago .",0
"when completed , the 120-meter watchtower will be the highest building in ireland .",1
the new location is nt the only change wellmont has in store for its air transport service .,1
operating profit decreased to eur 11.2 mn from eur 16.6 mn .,0
the company specialises in temporary electrification and heating at construction sites .,1
the employee negotiations are to address measures needed to adjust the operations to the present production situation .,1
"new delhi , july 17 -- sahlberg teppo , kallio timo and mustonen tuomas of m real oyj , espoo , finland have developed novel markings and methods of producing the same .",1
"as part of the transaction , m-real and sappi have also signed a long-term agreement on the supply of pulp and bctmp and other smaller services and supplies .",2
the net sales of healthcare trade business in 2009 were eur 145.1 million eur 155.2 million and operating profit eur 8.9 million eur 7.9 million .,1
net sales of finnish food industry company l+ñnnen tehtaat s continuing operations increased by 13 % in 2008 to eur 349.1 mn from eur 309.6 mn in 2007 .,2
"for q2 2010 , consolidated earnings before tax totaled eur4 .5 m , compared to eur3 .9 m , and net profit was eur3 .2 m , compared to eur2 .9 m in the previous year .",2
"finnair s tallinn-based subsidiary , aero as , carried 23,335 passengers , a decline of 60.8 % , on routes between helsinki and the baltic capitals and within southern finland .",0
the value of the order is about eur 30mn .,1
valmet automotive reports net sales of eur 85mn and operating profit of eur 8mn .,1
benefon will turn the salo unit into a b2b business unit and establish a b2c business unit in the uk .,1
"the company s consolidated operating profit amounted to eur 15.86 mn , up from eur 4.14 mn year-on-year .",2
a total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1
the oulu plant employs approximately 120 people .,1
the group s order portfolio decreased from eur 42.9 mn in 9-2007 to eur 33.3 mn in 2-2008 .,0
risk exposure by non-life insurance moving 12-month expenses by function in non-life insurance excluding expenses for investment management and expenses for other services rendered non-life insurance investment portfolio by allocation,1
the company website is www.ahlstrom.com .,1
"the deal covers stockmann auto oy ab s sales and after-sales services concerning volkswagen and audi in helsinki , espoo and vantaa .",1
basware finances the acquisition with a bank loan .,1
sampo plc jarmo salonen head of investor relations and group communications tel. +358 10 516 0030 distribution  nasdaq omx helsinki the principal media financial supervisory authority www.sampo.com this announcement is distributed by thomson reuters on behalf of thomson reuters clients .,1
"net sales of kyro s main business area , glaston technologies , a manufacturer of glass processing machines , decreased to eur 161.5 mn from eur 164.1 mn in january-september 2005 .",0
"teleste s hybrid tv solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including hfc  hybrid fibre-coaxial  , xdsl , etth , and ftth .",1
"the stable outlook reflects nokia s strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet ,  said raab .",2
15 december 2010 - finnish-german telecoms equipment maker nokia siemens networks said today it won a contract to upgrade the radio network of home-based telecommunications company elisa oyj hel  eli1v .,2
more than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,1
and that s exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies .,1
less than ten people will face pension agreements .,1
the idea of saving electricity in data transfer is still a new one .,1
"u.s.-based t corp. is in talks with scandinavian telecoms company teliasonera to sell its stake in uzbek cellular operator coscom , an executive at coscom told interfax .",1
"the total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",2
"sales improved to sek 1,553 mn , compared with sek 1,408 mn .",2
the company s market share is continued to increase further .,2
"the company is owned by the state of finland and the european aeronautic defense and space company eads n.v. tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",1
autotank group is part of aspo s systems division .,1
